,Name (caveats to the data),RTG $,Oil/Water Used,Type of Fish,Latin Name,Country Origin,Brand,Has Salt,Has Sugar,Sauce/Inclusions,Boneless,Skinless,Pieces/Tin,Tin Size (in grams unless otherwise noted),Tin Size (in oz unless otherwise noted),Smoked,Grilled/Seared,Citrus,Garlic,Chili Pepper,Tomato,Dairy,Gluten,Organic,Kosher Cert,Servings/tin,Sodium/Serv (mg),% RDA Sodium,Unnamed: 28
551,Olasagasti Lomo de atún con pisto mediterráneo (Tuna Fillet with Mediterranean Ratatouille (Pisto)),13,Olive Oil,"Tuna, Bigeye",Thunnus obesus,Italy,Olasagasti,Yes,Yes,"Eggplant, tomato, onion, olives",,,Unstated,200,7.0,No,No,No,No,No,No,No,No,No,,1,520,23,
552,Olasagasti Lomo de atún encebollado (Tuna Fillet with Sauteed Onion and Balsamic Vinegar),13,Olive Oil,"Tuna, Bigeye",Thunnus obesus,Italy,Olasagasti,Yes,No,Onion,,,Unstated,200,7.0,No,No,No,No,No,No,No,No,No,,1,900,39,
553,Olasagasti Ventresca de Atun Claro (Yellowfin Tuna Belly) in Olive Oil,22,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Italy,Olasagasti,Yes,No,,,,,120,4.2,No,No,No,No,No,No,No,No,No,,2,323,14,
554,Old Fisherman Roast Eel,3.5,Soy Sauce,Eel,?,Taiwan,Old Fisherman,Yes,Yes,,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,260,11,
555,Old Fisherman Roast Eel Black Pepper,3.5,Canola Oil,Eel,?,Taiwan,Old Fisherman,Yes,Yes,Black Pepper,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,210,9,
556,Old Fisherman Roast Eel Chili,3.5,Soy Sauce,Eel,?,Taiwan,Old Fisherman,Yes,Yes,Spiced/Spicy,No,Yes,Unstated,100,3.5,No,No,No,No,Yes,No,No,No,No,,2,200,9,
557,Old Fisherman Roasted Eel,3.5,Soy Sauce,Eel,?,Taiwan,Old Fisherman,Yes,Yes,,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,280,12,
558,Old Fisherman Roasted Eel with Fermented Black Beans,3.5,Soy Sauce,Eel,?,Taiwan,Old Fisherman,Yes,Yes,Fermented Black Beans,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,250,11,
559,Old Fisherman Roasted Eel with Fermented Black Beans,3.5,Soy Sauce,Eel,?,Taiwan,Old Fisherman,Yes,Yes,Fermented Black Beans,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,250,11,
560,Orpagu Swordfish Belly (Ventresca) in Olive Oil,22,Olive Oil,Swordfish,Xiphhias gladius,Spain,Orpagu,Yes,No,,,,,111,3.9,No,No,No,No,No,No,No,No,No,,1,290,12,
561,"Orpagu Swordfish Loin in Olive Oil, glass jar",32,Olive Oil,Swordfish,Xiphhias gladius,Spain,Orpagu,Yes,No,,,,,196,,No,No,No,No,No,No,No,No,No,,2,230,10,
562,Orpagu Tuna Belly (Ventresca) in Olive Oil,18,Olive Oil,"Tuna, Bigeye & Yellowfin","Thunnus albesus, thunnus albacares",Spain,Orpagu,Yes,No,,,,,111,3.9,No,No,No,No,No,No,No,No,No,,1,510,22,
563,"Orpagu Tuna Loins in Olive Oil, glass jar",22,Olive Oil,"Tuna, Bigeye & Yellowfin","Thunnus albesus, thunnus albacares",Spain,Orpagu,Yes,No,,,,,196,,No,No,No,No,No,No,No,No,No,,2,210,9,
564,"Ortiz Anchovy Fillets in Extra Virgin Olive Oil ""Antigua"" (Old Style, skin-on), jar",18,Extra Virgin Olive Oil,Anchovy,Engraulis encrasicolus,Spain,Ortiz,Yes,No,,Yes,No,Unstated,95,,No,No,No,No,No,No,No,No,Yes,,4,880,37,
565,"Ortiz Anchovy Fillets in Olive Oil, jar",19,Olive Oil,Anchovy,Engraulis encrasicolus,Spain,Ortiz,Yes,No,,Yes,Yes,Unstated,95,,No,No,No,No,No,No,No,No,No,,4,830,36,
566,"Ortiz Anchovy Fillets in Olive Oil, tin",8,Olive Oil,Anchovy,Engraulis encrasicolus,Spain,Ortiz,Yes,No,,Yes,Yes,Unstated,47.5,1.67,No,No,No,No,No,No,No,No,No,,2,780,37,
567,"Ortiz Bonito del Norte in Olive Oil, 112g Oval",11,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,,,,,112,3.95,No,No,No,No,No,No,No,No,No,,1,280,12,
568,"Ortiz Bonito del Norte in Olive Oil, 250g Round with Lid",23,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,,,,,250,8.81,No,No,No,No,No,No,No,No,No,,4,360,15,
569,"Ortiz Bonito del Norte in Olive Oil, 92g Round",7.5,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,,,,,92,3.24,No,No,No,No,No,No,No,No,No,,2,200,8.3,
570,"Ortiz Bonito del Norte in Olive Oil, Glass Jar",21,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,,,,,220,7.76,No,No,No,No,No,No,No,No,No,,1,710,31,
571,Ortiz Family Reserve Bonito del Norte in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,,,,,112,3.95,No,No,No,No,No,No,No,No,No,,1,280,12,
572,"Ortiz Family Reserve Bonito del Norte in Extra Virgin Olive Oil, Glass Jar",28.5,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,,,,,270,9.52,No,No,No,No,No,No,No,No,No,,4,110,4.6,
573,"Ortiz Mackerel Fillets in Olive Oil, glass jar",18,Olive Oil,Mackerel,?,Spain,Ortiz,Yes,No,,Yes,Yes,Unstated,250,8.8,No,No,No,No,No,No,No,No,No,,3,242,10.1,
574,Ortiz Ria de Arosa Mussels in Escabeche 10/14,11,Olive Oil,Mussels,?,Spain,Ortiz,Yes,No,Escabeche,,,10/14,115,4.06,No,No,No,No,No,No,No,No,No,,1,640,28,
575,Ortiz Salt-Packed Whole Anchovies,9,,Anchovy,Engraulis encrasicolus,Spain,Ortiz,Yes,No,,No,No,Unstated,100,3.52,No,No,No,No,No,No,No,No,No,,7,990,41,
576,"Ortiz Sardinas a la Antigua ""Old Style"" Sardines in Extra Virgin Olive Oil, Glass Jar",12,Olive Oil,Sardines,Sardina pilchardus,Spain,Ortiz,Yes,No,,No,No,Unstated,190,6.7,No,No,No,No,No,No,No,No,No,,1,480,21,
577,"Ortiz Sardinas a la Antigua ""Old Style"" Sardines in Extra Virgin Olive Oil, tin",8,Olive Oil,Sardines,Sardina pilchardus,Spain,Ortiz,Yes,No,,No,No,Unstated,140,4.93,No,No,No,No,No,No,No,No,No,,1,340,15,
578,Ortiz Sweet Piquillo Peppers stuffed with White Tuna (Bonito del Norte),14,,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,Yes,Tomato,,,Unstated,300,10.58,No,No,No,No,No,Yes,Yes,Yes,No,,4,382,16,
579,Ortiz Ventresca of Bonito del Norte,26.5,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,,,,,110,3.88,No,No,No,No,No,No,No,No,No,,2,357,15,
580,"Ortiz White Tuna in Olive Oil with Espelette Pepper, glass jar",22.5,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ortiz,Yes,No,Piment d'Espelette,,,Unstated,220,7.76,No,No,No,No,No,No,No,No,No,,3,112,5,
581,"Ortiz Yellowfin Tuna in Olive Oil, glass jar",19,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Ortiz,Yes,No,,,,,220,7.76,No,No,No,No,No,No,No,No,No,,3,240,10,
582,Ortiz Yellowfin Tuna in Organic Extra Virgin Olive Oil,7.5,"Extra Virgin Olive Oil, Organic","Tuna, Yellowfin",Thunnus albacares,Spain,Ortiz,Yes,No,,,,,112,3.95,No,No,No,No,No,No,No,No,Yes,,2,368,15,
583,Paco Lafuente Cockles in Brine 35/45,15,Water,Cockles,Cerastoderma edule,Spain,Paco Lafuente,Yes,No,Brine,,,35/45,115,4.0,No,No,No,No,No,No,No,No,No,,1,318,13,
584,Paco Lafuente Garfish (Needlefish) in Olive Oil 5/6,9,Olive Oil,Garfish,Belone belone,Spain,Paco Lafuente,Yes,No,,No,No,5/6,115,4.0,No,No,No,No,No,No,No,No,No,,1,150,7,
585,Paco Lafuente Mussels in Escabeche 12/14,8.5,Olive Oil,Mussels,Mytilus scombrus,Spain,Paco Lafuente,Yes,No,Escabeche,,,12/14,115,4.0,No,No,No,No,No,No,No,No,No,,1,522,23,
586,Paco Lafuente Small Sardines in Olive Oil 16/18,10,Olive Oil,Sardines,Sardina pilchardus,Spain ,Paco Lafuente,Yes,No,,No,No,16/18,115,4.0,No,No,No,No,No,No,No,No,No,,1,275,12,
587,Patagonia Provisions Lemon Caper Mackerel,8,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber scombrus,Spain,Patagonia,Yes,No,"Lemon, Capers",Yes,Yes,Unstated,120,4.2,No,No,Yes,No,No,No,No,No,Yes,,1,690,30,
588,Patagonia Provisions Lemon Herb Mussels,8,"Extra Virgin Olive Oil, Organic",Mussels,Mytilus galloprovincialis,Spain,Patagonia,No,No,"Mussel Broth, Lemon, Garlic",,,Unstated,120,4.2,No,No,Yes,Yes,No,No,No,No,Yes,,1,700,30,
589,Patagonia Provisions Lemon Olive Spanish White Anchovies,8,"Extra Virgin Olive Oil, Organic",Anchovy,Engraulis encrasicolus,Spain,Patagonia,Yes,No,"Green Olives, Lemon",No,No,Unstated,120,4.0,No,No,Yes,No,No,No,No,No,Yes,,1,250,11,
590,Patagonia Provisions Roasted Garlic Mackerel,8,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber scombrus,Spain,Patagonia,Yes,No,"Garlic, Chili",Yes,Yes,Unstated,120,4.2,No,No,No,Yes,Yes,No,No,No,Yes,,1,560,24,
591,Patagonia Provisions Roasted Garlic Spanish White Anchovies,8,"Extra Virgin Olive Oil, Organic",Anchovy,Engraulis encrasicolus,Spain,Patagonia,Yes,No,"Garlic, Roasted",No,No,Unstated,120,4.0,No,No,No,Yes,Yes,No,No,No,Yes,,1,360,16,
592,Patagonia Provisions Savory Sofrito Mussels,8,"Extra Virgin Olive Oil, Organic",Mussels,Mytilus galloprovincialis,Spain,Patagonia,No,No,Mussel Broth,,,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,,1,560,24,
593,Patagonia Provisions Smoked Mackerel in Olive Oil,8,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber scombrus,Spain,Patagonia,Yes,No,,Yes,Yes,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,2,310,13,
594,Patagonia Provisions Smoked Mussels,8,"Extra Virgin Olive Oil, Organic",Mussels,Mytilus galloprovincialis,Spain,Patagonia,No,No,Mussel Broth,,,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,Yes,,2,420,18,
595,Patagonia Provisions Spanish Paprika Mackerel,8,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber scombrus,Spain,Patagonia,Yes,No,Paprika,Yes,Yes,Unstated,120,4.2,No,No,No,Yes,No,No,No,No,Yes,,1,320,14,
596,Patagonia Provisions Spicy Mussels,8,"Broth, Extra Virgin Olive Oil",Mussels,Mytilus galloprovincialis,Spain,Patagonia,Yes,No,Spicy,,,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,,1,510,22,
597,Patagonia Provisions Spicy White Anchovies in Extra Virgin Olive Oil,8,Extra Virgin Olive Oil,"Anchovies, White",Engraulis encrasicolus,Spain,Patagonia,Yes,No,Spicy,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,,1,300,13,
598,"Patagonia Provisions Wild Pink Salmon, Black Pepper",16,"Extra Virgin Olive Oil, Organic","Salmon, Pink",Oncorhynchus gorbuscha,USA,Patagonia,Yes,Yes,,Yes,No,2,227,8.0,Yes,No,No,No,No,No,No,No,Yes,Square-K,4,400,17,
599,"Patagonia Provisions Wild Sockeye Salmon, Lemon Pepper",16,"Extra Virgin Olive Oil, Organic","Salmon, Sockeye",Oncorhynchus nerka,USA,Patagonia,Yes,Yes,"Lemon, Pepper",Yes,No,1,170,6.0,Yes,No,Yes,Yes,No,No,No,No,Yes,Square-K,3,380,17,
600,"Patagonia Provisions Wild Sockeye Salmon, Lightly Smoked (Original)",16,"Extra Virgin Olive Oil, Organic","Salmon, Sockeye",Oncorhynchus nerka,USA,Patagonia,Yes,Yes,,Yes,No,1,170,6.0,Yes,No,No,No,No,No,No,No,Yes,Square-K,3,430,19,
601,Pearl River Bridge Fried Dace,6,Refined Soybean Oil,Dace,?,China,Pearl River Bridge,Yes,Yes,"Spices, soy sauce",,,,180,6.3,No,No,Yes,No,No,No,No,Yes,No,,4,320,14,
602,Pearl River Bridge Fried Dace with Black Bean,6,Refined Soybean Oil,Dace,?,China,Pearl River Bridge,Yes,Yes,"Black beans, soy sauce, spices",,,,180,6.3,No,No,Yes,No,No,No,No,Yes,No,,4,570,25,
603,Pepus Baby Sardines in Spicy Olive Oil,7.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Pepus,Yes,No,Spiced/Spicy,No,No,10/12,115,4.05,No,No,No,No,Yes,No,No,No,No,,1,212,9,
604,Pepus Baby Sardines in Vegetable Oil 10/12,7.5,Vegetable Oil,Sardines,Sardina pilchardus,Spain,Pepus,Yes,No,,No,No,10/12,115,4.05,No,No,No,No,No,No,No,No,No,,1,212,9,
605,Pepus Stuffed Baby Squid in Ink,11.5,Sunflower Oil,Squid,?,Spain,Pepus,Yes,No,Ink,,,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,1,310,13,
606,Pepus White Tuna (Albacore) in Olive Oil,10.75,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Pepus,Yes,No,,,,,111,4.0,No,No,No,No,No,No,No,No,No,,1,280,12,
607,Pinhais Sardines in Olive Oil,9.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Pinhais,Yes,No,,No,No,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,,1,500,22,
608,Pinhais Sardines in Tomato Sauce,9.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Pinhais,Yes,No,Tomato,No,No,Unstated,125,4.4,No,No,No,No,No,Yes,No,No,No,,1,500,22,
609,Pinhais Spiced Sardines in Olive Oil,9.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Pinhais,Yes,No,"Chili pepper, cucumber, carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,,1,500,22,
610,Pinhais Spiced Sardines in Tomato Sauce,9.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Pinhais,Yes,No,"Tomato, bay laurel, cucumber, carrot, chili",No,No,Unstated,125,4.4,No,No,No,No,Yes,Yes,No,No,No,,1,500,22,
611,Pollastrini di Anzio Anchovy Fillets in Olive Oil,11,Olive Oil,Anchovy,,Italy,Pollastrini,Yes,No,,No,No,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,620,36,
612,Pollastrini di Anzio Millesimate (Vintage) 2020 Sardines in Olive Oil,11,Olive Oil,Sardines,Sardina pilchardus,Italy,Pollastrini,Yes,No,,No,No,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,260,11,
613,Pollastrini di Anzio Millesimate (Vintage) 2020 Spiced Sardines in Olive Oil,11,Olive Oil,Sardines,Sardina pilchardus,Italy,Pollastrini,Yes,No,Spiced/Spicy,No,No,Unstated,100,3.5,No,No,No,No,Yes,No,No,No,No,,2,260,11,
614,Pollastrini di Anzio Sardines in Olive Oil 4/6,7,Olive OIl,Sardines,Sardina pilchardus,Italy,Pollastrini,Yes,No,,No,No,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,260,11,
615,Pollastrini di Anzio Sardines in Tomato Sauce with Hot Pepper 4/6,7,Olive OIl,Sardines,Sardina pilchardus,Italy,Pollastrini,Yes,No,Tomato,No,No,Unstated,100,3.5,No,No,No,No,Yes,Yes,No,No,No,,2,240,10,
616,Pollastrini di Anzio Sardines with Tomato Sauce 4/6,7,Olive Oil,Sardines,Sardina pilchardus,Italy,Pollastrini,Yes,No,Tomato,No,No,Unstated,100,3.5,No,No,No,No,No,Yes,No,No,No,,2,240,10,
617,Pollastrini di Anzio Spiced Sardines in Olive Oil 4/6,7.5,Olive Oil,Sardines,Sardina pilchardus,Italy,Pollastrini,Yes,No,Spiced/Spicy,No,No,Unstated,100,3.5,No,No,No,No,Yes,No,No,No,No,,2,260,11,
618,Pollastrini di Anzio Spicy Anchovy Fillets in Olive Oil,11.5,Olive Oil,Anchovy,,Italy,Pollastrini,Yes,No,Red Pepper,No,No,Unstated,100,3.5,No,No,No,No,Yes,No,No,No,No,,2,620,36,
619,Porthos Sardines in Hot Tomato Sauce 3/5,7,Sunflower Oil,Sardines,?,Portugal,Porthos,Yes,No,Tomato,No,No,3/5,125,4.4,No,No,No,No,Yes,Yes,No,No,No,,1,280,12,
620,Porthos Sardines in Hot Vegetable Oil 3/5,7,Sunflower Oil,Sardines,?,Portugal,Porthos,Yes,No,Spiced/Spicy,No,No,3/5,125,4.4,No,No,No,No,Yes,No,No,No,No,,1,340,14,
621,Porthos Sardines in Olive Oil 3/5,7,Olive Oil,Sardines,?,Portugal,Porthos,Yes,No,,No,No,3/5,125,4.4,No,No,No,No,No,No,No,No,No,,1,340,15,
622,Porthos Sardines in Teriyaki Sauce 3/5,7,,Sardines,?,Portugal,Porthos,Yes,Yes,Teriyaki,No,No,3/5,125,4.4,No,No,No,No,No,No,No,Yes,No,,1,730,30,
623,Porthos Sardines in Tomato Sauce 3/5,7,Sunflower Oil,Sardines,?,Portugal,Porthos,Yes,No,Tomato,No,No,3/5,125,4.4,No,No,No,No,No,Yes,No,No,No,,1,280,12,
624,Porthos Smoked Boneless Sardines in Extra Virgin Olive Oil,12.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,Porthos,Yes,No,,Yes,Yes,Unstated,105,3.7,Yes,No,No,No,No,No,No,No,No,,,,,
625,Porthos Smoked Mackerel Fillets in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,Mackerel,Scomber scombrus,Portugal,Porthos,Yes,No,,Yes,,,105,3.7,Yes,No,No,No,No,No,No,No,No,,,,,
626,Porthos Smoked Salmon in Extra Virgin Olive Oil,13.5,Extra Virgin Olive Oil,Salmon,?,Portugal,Porthos,Yes,No,,Yes,,,105,3.7,Yes,No,No,No,No,No,No,No,No,,,,,
627,Porthos Smoked Trout in Extra Virgin Olive Oil,13.5,Extra Virgin Olive OIl,Trout,?,Portugal,Porthos,Yes,No,,Yes,,,105,3.7,Yes,No,No,No,No,No,No,No,No,,,,,
628,Porthos Smoked Tuna Fillets in Extra Virgin Olive Oil,14,Extra Virgin Olive Oil,Tuna,?,Portugal,Porthos,Yes,No,,Yes,Yes,,105,3.7,Yes,No,No,No,No,No,No,No,No,,,,,
629,Porthos Spiced Sardines in Olive Oil 3/5,7,Olive Oil,Sardines,?,Portugal,Porthos,Yes,No,"Spiced/Spicy, Chili Pepper, Cucumber, Carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,,1,340,15,
630,Porto-Muiños Monkfish Liver,12.5,,Monkfish,Lophius piscatorius,Spain,Porto-Muiños ,Yes,No,,,,,120,4.2,No,No,No,No,No,No,No,No,No,,6,75,3,
631,Porto-Muiños Mussels with Sweet Kombu in Salsa Brava,16,Extra Virgin Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Porto-Muiños ,Yes,No,"Salsa Brava, Kombu",,,Unstated,120,4.2,No,No,No,No,Yes,Yes,No,No,No,,1,920,40,
632,Porto-Muiños Mussels with Wakame in White Escabeche,16,Extra Virgin Olive Oil,Mussels,Mytilus galloprvincialis,Spain,Porto-Muiños ,Yes,No,"Escabeche, wakame seaweed",,,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,1,710,31,
633,Porto-Muiños Piquillo Peppers with Sweet Kombu,14,"Extra Virgin Olive Oil, Sunflower Oil",,,Spain,Porto-Muiños ,Yes,No,"Peppers, Kombu",,,Unstated,80,2.8,No,No,No,Yes,No,No,No,No,No,,1,500,22,
634,Porto-Muiños Razor Clams with Sea Spaghetti and Garlic,22,Extra Virgin Olive Oil,"Clam, Razor",Ensis magnus,Spain,Porto-Muiños ,Yes,No,"Garlic, Sea Spaghetti",,,Unstated,90,3.2,No,No,No,Yes,No,No,No,No,No,,1,330,14,
635,Portomar Cockles in Brine 50/60,14.5,Water,Cockles,?,Spain,Portomar,Yes,No,,,,50-60,111,3.9,No,No,No,No,No,No,No,No,No,,1,390,16,
636,Portomar Mussels in Escabeche 8/12,8,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Portomar,Yes,No,Escabeche,,,8/12,111,3.9,No,No,No,No,No,No,No,No,No,,1,296,12,
637,Portomar Octopus in Olive Oil,12,Olive Oil,Octopus,?,Spain,Portomar,Yes,No,,,,Unstated,111,3.9,No,No,No,No,No,No,No,No,No,,1,440,18,
638,Portomar Razor Clams in Brine 4/6,19,Water,"Clam, Razor",?,Spain,Portomar,Yes,No,,,,4/6,111,3.9,No,No,No,No,No,No,No,No,No,,1,270,11,
639,Portomar Small Sardines in Olive Oil 10/14,7.5,Olive Oil,Sardinillas,,Spain,Portomar,Yes,No,,No,No,10/14,115,4.0,No,No,No,No,No,No,No,No,No,,1,330,14,
640,Portomar Smoked Mussels in Olive Oil 8/12,11.5,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Porthomar,Yes,No,Smoke flavor,,,8/12,115,4.0,Yes,No,No,No,No,No,No,No,No,,1,230,10,
641,Portomar Stuffed Baby Squid in American Sauce,10,Sunflower Oil,Squid,?,Spain,Portomar,Yes,No,Tomato,,,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,,1,360,15,
642,Premium Food L Armenia Trout in Water,8,Water,Trout,?,Armenia,Eco Food Armenia,Yes,No,,,,Unstated,240,8.46,No,No,No,No,No,No,No,No,No,,?,?,,
643,PYSCIS Conserves Blue Mussels with Garlic and Chili 12/16,25,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,PYSCIS,Yes,No,"Chili, Garlic",,,,110,,No,No,No,Yes,Yes,No,No,No,No,,,,,
644,"PYSCIS Conserves Razor Clams in Olive Oil 6/8, 2021",36,Olive Oil,Razor Clam,Ensis ensis,Spain,PYSCIS,Yes,No,,,,6/8,110,4.0,No,No,No,No,No,No,No,No,No,,,,,
645,"PYSCIS Conserves Sardines Royale 10/15, 2018",25,Olive Oil,Sardines,Sardinas pilchardus,Spain,PYSCIS,Yes,No,,No,No,10/15,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
646,PYSCIS Conserves Smoked Baltic Gold Sprats,24.5,Rapeseed Oil,Sprats,Sprattus sprattus,Spain,PYSCIS,Yes,No,Mustard,No,No,Unstated,160,,Yes,No,No,No,No,No,No,No,No,,,,,
647,"PYSCIS Conserves Young Bullet Tuna Filets in Olive Oil, 2021",26,Olive Oil,Bullet Tuna,Auxis rochei,Spain,PYSCIS,Yes,No,,,,,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
648,"Ramón Peña Boneless & Skinless Sardine Fillets in Olive Oil, Gold Line",24,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,,Yes,Yes,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,2,180,8,
649,"Ramón Peña Bonito Del Norte (Albacore) in Olive Oil, Silver Line",10.75,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Ramón Peña,Yes,No,,,,,115,4.0,No,No,No,No,No,No,No,No,No,,2,530,22,
650,"Ramón Peña Clams in Brine 18/20, Gold Line",47.5,Water,"Clam, White",?,Spain,Ramón Peña,Yes,No,,,,18/20,111,4.0,No,No,No,No,No,No,No,No,No,,?,?,?,
651,"Ramón Peña Cockles in Brine, 30/35 (Big), Gold Line",36,,Cockles,,Spain,Ramón Peña,Yes,No,,,,Unstated,113,4.0,No,No,No,No,No,No,No,No,No,,2,280,12,
652,"Ramón Peña Fried Small Sardines Stewed in Sauce (Fritas Guisadas ""Xoubas""), Gold Line",11,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,"Tomato, Onion, Red Pepper",No,No,Unstated,130,4.6,No,No,No,No,No,Yes,No,Yes,No,,2,320,13,
653,"Ramón Peña Garfish in Olive Oil, Gold Line",16,Olive Oil,Garfish,?,Spain,Ramón Peña,Yes,No,,No,No,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,2,180,7,
654,Ramón Peña Mackerel Fillets in Olive Oil,9.5,Olive Oil,Mackerel,Scomber scombrus,Spain,Ramón Peña,Yes,No,,Yes,Yes,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,1,267,12,
655,"Ramón Peña Mackerel Fillets in Smoked Olive Oil, Silver Line",10,Olive Oil,Mackerel,Scomber scombrus,Spain,Ramón Peña,Yes,No,,Yes,Yes,Unstated,115,4.0,Yes,No,No,No,No,No,No,No,No,,1,180,8,
656,"Ramón Peña Mackerel Fillets with Lemon, Silver Line",10,Olive Oil,Mackerel,Scomber scombrus,Spain,Ramón Peña,Yes,No,Lemon,Yes,Yes,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,No,,1,221,9,
657,"Ramón Peña Mussels in Escabeche (Small) 16/20, Silver Line",9.5,Sunflower Oil,Mussels,Mytilus galloprovincialis,Spain,Ramón Peña,Yes,No,Escabeche,,,16/20,110,3.9,No,No,No,No,No,No,No,No,No,,2,310,13,
658,"Ramón Peña Mussels in Escabeche 8/12, Silver Line",11,Sunflower Oil,Mussels,Mytilus galloprovincialis,Spain,Ramón Peña,Yes,No,Escabeche,,,8/12,110,3.9,No,No,No,No,No,No,No,No,No,,2,310,13,
659,"Ramón Peña Mussels in Pickled Sauce 8/10, Gold Line",15.5,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Ramón Peña,Yes,No,Escabeche,,,8/10,138,4.9,No,No,No,No,No,No,No,?,No,,?,?,?,
660,"Ramón Peña Octopus in Olive Oil, Gold Line",38,Olive Oil,Octopus,?,Spain,Ramón Peña,Yes,No,,,,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,2,270,11,
661,"Ramón Peña Octopus in Paprika Sauce, Gold Line",38,Olive Oil,Octopus,?,Spain,Ramón Peña,Yes,No,Paprika,,,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,2,180,7,
662,"Ramón Peña Octopus in Paprika Sauce, Silver Line",27.5,Olive Oil,Octopus,?,Spain,Ramón Peña,Yes,No,Paprika,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,,2,180,7,
663,"Ramón Peña Razorshells (Navajas) in Brine 4/6, Gold Line",25,Water,"Clam, Razor",Ensis arcuatus,Spain,Ramón Peña,Yes,No,,,,4/6,115,4.0,No,No,No,No,No,No,No,No,No,,2,115,5,
664,"Ramón Peña Razorshells (Navajas) in Brine 6/8, Silver Line",22.5,Water,"Clam, Razor",Ensis arcuatus,Spain,Ramón Peña,Yes,No,,,,6/8,115,4.0,No,No,No,No,No,No,No,No,No,,2,115,5,
